date,Hs,Tp,Dir,Level,year,Hb,omega_hs,omega,state,month,season,total_duration,delta_t,state_duration,k,real_duration,duration_levels,RTR
731803.0,0.60905746875,7.234618704166666,104.659215375,0.046033853375,2003-08-10,0.9138844459597547,2.1715733759482267,3.258423438452251,intermediate,August,Summer,429235200.0,86400.0,11.0,12,,,1.313076292418752
731804.0,0.4952286724999999,7.284020491666666,102.28343054166668,0.044022118625,2003-08-11,0.7765894692447433,1.7537452367778532,2.750123646404601,intermediate,August,Summer,429321600.0,86400.0,12.0,13,,,1.5452179658926308
731805.0,0.4976612104166666,7.283519325,102.57396025,0.0501966550541666,2003-08-12,0.7796181701946502,1.762480808690697,2.7610391051458394,intermediate,August,Summer,429408000.0,86400.0,13.0,14,,,1.5392150232983814
731806.0,0.48845149125,8.033860795833332,98.148055625,0.059374838875,2003-08-13,0.7987765034592694,1.568299556214919,2.564678086424159,intermediate,August,Summer,429494400.0,86400.0,14.0,15,,,1.502297569849824
731807.0,0.46629853875,8.221795829166666,93.512083875,0.0736774960416666,2003-08-14,0.7768127179649094,1.4629492100908255,2.437145857633832,intermediate,August,Summer,429580800.0,86400.0,15.0,16,,,1.5447738846806665
731808.0,0.41370516625,7.794502620833334,94.16576579166669,0.113018527375,2003-08-15,0.6909816701781603,1.3690976309199334,2.286704263872649,intermediate,August,Summer,429667200.0,86400.0,16.0,17,16.0,between 15 and 31 days,1.7366596710019764
731809.0,0.3389981316666666,8.086762304166667,97.15878033333333,0.1900089474275,2003-08-16,0.5979517254603476,1.0813206797534634,1.907318966790981,reflective,August,Summer,429753600.0,86400.0,0.0,1,,,2.0068509695764334
731810.0,0.33013894,10.307021666666666,104.28689695833332,0.1833125841249999,2003-08-17,0.645073329093673,0.8262195092606346,1.6143874739553545,reflective,August,Summer,429840000.0,86400.0,1.0,2,,,1.8602536268023948
731811.0,0.3334709416666666,9.736720354166666,102.78981170833332,0.2674441209583333,2003-08-18,0.6356380460939531,0.8834402479585156,1.6839495226976178,reflective,August,Summer,429926400.0,86400.0,2.0,3,2.0,between 1 and 7 days,1.8878668565767835
731812.0,0.4288045891666667,5.8248492,72.54262745833334,0.26786698275,2003-08-19,0.6328777430651626,1.898919788854198,2.8026380794276284,intermediate,August,Summer,430012800.0,86400.0,0.0,1,,,1.896100808014108
731813.0,0.42916347125,5.679152604166667,81.07064570833333,0.1449128738624999,2003-08-20,0.6269169665387757,1.9492659328054964,2.8474648180388415,intermediate,August,Summer,430099200.0,86400.0,1.0,2,1.0,less than 1 day,1.9141290857467617
731814.0,0.3403271733333333,7.70287079047619,85.07384142857143,-0.0276292703809523,2003-08-21,0.5882700727934622,1.1396615485561983,1.9699537229500435,reflective,August,Summer,430185600.0,86400.0,0.0,1,,,2.0398793946829112
731815.0,0.2539350745833333,7.344346091666666,93.47030545833331,-0.0369591933958333,2003-08-22,0.4566230340983747,0.8918697613303622,1.6037496084678036,reflective,August,Summer,430272000.0,86400.0,1.0,2,,,2.6279883194448583
731816.0,0.2717609466666666,6.739485237499999,85.08324304166666,-0.0476592731916666,2003-08-23,0.46579919796417385,1.0401409684300584,1.7828051999637344,reflective,August,Summer,430358400.0,86400.0,2.0,3,2.0,between 1 and 7 days,2.5762174027880054
731817.0,0.69676514,5.476905929166667,45.37703866666666,0.0354076628333333,2003-08-24,0.910503569139206,3.281580140406442,4.288231799679878,intermediate,August,Summer,430444800.0,86400.0,0.0,1,,,1.3179520000503513
731818.0,0.4834260462499999,6.7437642375,64.92902508333333,0.0002798114291666,2003-08-25,0.7386239688988959,1.8490963825804072,2.825224084578649,intermediate,August,Summer,430531200.0,86400.0,1.0,2,1.0,less than 1 day,1.624642647041228
731819.0,0.23750674375,7.420733508333334,93.83712204166666,-0.028153603375,2003-08-26,0.4346281978598264,0.8255834759231133,1.5107859787805042,reflective,August,Summer,430617600.0,86400.0,0.0,1,,,2.7609805482225442
731820.0,0.1735971266666666,9.8767913875,90.40618316666666,0.0826874631666666,2003-08-27,0.3792091316411583,0.45337600754420593,0.9903638696618229,reflective,August,Summer,430704000.0,86400.0,1.0,2,,,3.164480757113063
731821.0,0.2191255845833333,15.731737020833334,94.844014125,0.0741818981249999,2003-08-28,0.5503811481128187,0.3592926159739395,0.9024408667943177,reflective,August,Summer,430790400.0,86400.0,2.0,3,,,2.1803072363845217
731822.0,0.3334213408333333,12.534093541666666,99.64679120833334,0.0743151270833333,2003-08-29,0.7031213673541742,0.6861709761982283,1.4470023838828419,reflective,August,Summer,430876800.0,86400.0,3.0,4,,,1.7066754840854375
731823.0,0.3969985308333333,17.6026185,99.47384979166668,0.0007639257083333,2003-08-30,0.9261054475574109,0.5817595282087118,1.357109980008219,reflective,August,Summer,430963200.0,86400.0,4.0,5,,,1.2957487758710218
731824.0,0.4532808604166666,16.201383875,90.08541266666668,0.077210329125,2003-08-31,0.9961234376288649,0.7216841236300924,1.585962551897216,reflective,August,Summer,431049600.0,86400.0,5.0,6,5.0,between 1 and 7 days,1.2046699783075432
731825.0,0.6898638604166667,15.689149958333331,65.38916070833334,0.1563612157499999,2003-09-01,1.376096497942497,1.1342162427300335,2.2624623336372536,intermediate,September,Summer,431136000.0,86400.0,0.0,1,,,0.8720318682550302
731826.0,0.4547753145833333,14.910005687499998,89.84702958333332,0.0588738520291666,2003-09-02,0.9661110257066035,0.7867757323856133,1.6714027464585381,reflective,September,Summer,431222400.0,86400.0,0.0,1,0.0,,1.2420932667881857
731827.0,0.616312595,13.429838833333331,94.43599558333334,0.189408112625,2003-09-03,1.1815920582698334,1.1837558118983915,2.2694919390214605,intermediate,September,Summer,431308800.0,86400.0,0.0,1,,,1.0155789314944454
731828.0,0.84421539125,12.524699833333337,91.107035375,0.1759070283333333,2003-09-04,1.4779779389599947,1.7386726453865107,3.0439149055901282,intermediate,September,Summer,431395200.0,86400.0,1.0,2,,,0.811920102707623
731829.0,0.8704624083333333,13.157538125,86.21789208333333,0.1946426162083333,2003-09-05,1.5447858393406797,1.706503822668603,3.028485681635204,intermediate,September,Summer,431481600.0,86400.0,2.0,3,,,0.7768067064313358
731830.0,1.2178439735294118,15.903551411764704,81.19572864705883,0.1259143425647058,2003-09-06,2.180064668234005,1.9752834103517072,3.5359583544817115,intermediate,September,Summer,431568000.0,86400.0,3.0,4,,,0.5504423870930758
731831.0,0.90531886,10.895472,67.33134,-0.16389175,2003-09-07,1.4782166251811393,2.143321897491347,3.499644381634217,intermediate,September,Summer,431654400.0,86400.0,4.0,5,4.0,between 1 and 7 days,0.811789002747113
731832.0,1.4133752000000002,7.678464428571429,73.67399085714285,0.4449651157142857,2003-09-08,1.8353298686240362,4.748046592418895,6.165547356912002,dissipative,September,Summer,431740800.0,86400.0,0.0,1,,,0.6538334173679912
731833.0,1.8252463208333327,7.384754887500001,71.96494254166667,0.4136653806666666,2003-09-09,2.2171242281034647,6.3755444629938545,7.74436520425415,dissipative,September,Summer,431827200.0,86400.0,1.0,2,,,0.5412416610622147
731834.0,2.698189491304348,9.601901717391303,67.43996073913044,0.5049548071304347,2003-09-10,3.36666007100934,7.248482124769201,9.044277810558267,dissipative,September,Summer,431913600.0,86400.0,2.0,3,,,0.35643634186098105
731835.0,2.1207532458333334,9.953556208333334,68.78192475,0.28485934875,2003-09-11,2.8169674587991698,5.495962352873971,7.300211438199537,dissipative,September,Summer,432000000.0,86400.0,3.0,4,,,0.42599001144001203
731836.0,2.3477138666666666,9.443759658333333,72.78452454166667,0.3153140231666667,2003-09-12,2.9920752444161067,6.41257003552009,8.172585394150321,dissipative,September,Summer,432086400.0,86400.0,4.0,5,,,0.4010594326594804
731837.0,1.710977375,12.3479479375,81.64626341666667,0.2870765269166667,2003-09-13,2.586019156902733,3.5742206456186585,5.402177255889843,dissipative,September,Summer,432172800.0,86400.0,5.0,6,5.0,between 1 and 7 days,0.4640336854415403
731838.0,1.2509456166666666,11.507071916666668,83.835460625,0.127119423625,2003-09-14,1.9569290632058598,2.804177397284424,4.386742456281457,intermediate,September,Summer,432259200.0,86400.0,0.0,1,,,0.6132056713563999
731839.0,1.1821182458333332,14.35391425,88.66008508333334,0.160627272,2003-09-15,2.043220719755388,2.1243323136565824,3.6717814095232186,intermediate,September,Summer,432345600.0,86400.0,1.0,2,,,0.5873080614333543
